T2m,T850,T700,T500,T300,TD2m,Td_850,dTd_850,Td_700,dTd_700,Td_500,dTd_500,Td_300,dTd_300,Td2m,Wpow_10m,WpoW_850,WpoW_700,Wpow_500,Wpow_300,Tsm8,Vaiting,Tps8,Tps5,Tps850-Tps500,Tps0-Tps850,Total,sweat,Td0,Tsm7,Tsm0,dTd8,dTd0,dTd5,dTd7,TPS8-TPS7,TPS7-TPS5,Jefferson,TSM7+TSM5,Tps7,Tps0,dTd3,dTd300+dTd500,Tps850-TPS300,Tps700-TPS300,GUST,LF,CAPE0,CAPE250,CAPE90,VVEL925,VVEL850,VVEL700,VVEL500,VVEL300,dV3-5,dV5-8,dDIR3-5,dDIR5-8,U300,V300,U850,V850,U700,V700,U500,V500,U10,V10,maxVevel,minVevel,Si,HPBL,CEILING,AbsHumid,CLCT,CLCL,PMSL,Hbottom-low,Hbase-top,gradT0,gradT0*2,gradTd0*2,gradTd0,Lapl_PRMSL125,Lapl_PRMSL1.0,ClH200,ClH100,TotPrec,Nighttime,TunderYN,Longitude,Latitude,Eventtime,Station
8.35,5.35,-7.85,-24.45,-52.85,0.35,-2.89,11.24,-6.22,11.57,-17.95,10.1,-29.96,5.51,0.35,3.61,11.4,13.42,17.46,21.84,-0.27,125.65,26.05,31.27,-5.22,-223.74,99.25,1526.27,0.35,-13.63,4.35,11.24,8.0,10.1,11.57,2.2,-7.41,39.16,-43.13,23.86,-197.69,5.51,15.61,-11.7,-13.89,10.0,2.7,81.5,49.6,0.7,0.02,0.16,0.23,-0.2,-0.06,5.1,7.0,-0.99,-0.99,16.0,21.0,7.0,9.0,6.0,12.0,7.0,21.0,2.0,3.0,0.23,-0.2,11.0,1528.0,22700.0,0.01,28.0,5.0,1004.0,2460.0,4150.0,0.49,0.52,0.32,0.38,14.0,27.0,693.0,508.0,0.9,1,64,73.08,57.45,2021-05-15 08:38:00,0
0.65,1.25,-3.95,-21.05,-48.05,0.25,-0.2,0.85,0.83,0.42,-6.72,2.77,-27.29,6.24,0.25,4.47,8.06,18.36,19.1,17.49,0.82,217.25,26.26,37.61,-11.35,-226.28,137.35,3054.57,0.25,-4.16,0.45,0.85,0.4,2.77,0.42,-9.53,-1.82,43.17,-26.6,35.79,-200.02,6.24,9.01,-18.37,-8.85,9.0,9.7,0.0,18.5,0.0,0.13,0.28,-0.6,0.19,0.09,4.12,22.36,0.61,0.51,-13.0,-9.0,4.0,7.0,16.0,-9.0,14.0,-9.0,2.0,4.0,0.28,-0.6,9.0,541.0,1650.0,0.0,100.0,100.0,1017.0,3580.0,4060.0,0.9,2.04,0.6,0.6,17.0,29.0,727.0,348.0,2.5,1,64,74.33,54.29,2021-05-15 08:40:00,0
32.15,15.95,1.65,-18.45,-47.95,0.75,12.36,19.79,4.34,11.61,-9.87,11.52,-27.91,9.46,0.75,5.1,6.32,6.71,7.28,13.0,6.05,108.75,38.31,39.28,-0.97,-229.99,82.85,1001.73,0.75,-4.16,16.45,19.79,31.4,11.52,11.61,0.17,-1.14,43.74,-28.37,38.14,-191.68,9.46,20.98,-6.38,-6.54,9.0,0.4,0.0,126.9,7.3,0.05,0.03,-0.02,-0.02,0.14,6.32,6.4,1.0,-0.8,-7.0,-13.0,6.0,-2.0,3.0,-6.0,2.0,-13.0,5.0,-1.0,0.14,-0.02,11.0,4227.0,22700.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.55,0.6,0.47,0.63,23.0,35.0,772.0,726.0,0.0,1,64,75.39,55.1,2021-05-15 08:50:00,0
7.05,-1.95,-10.65,-23.75,-48.25,-3.15,3.29,3.76,-4.93,2.98,-19.03,8.38,-33.5,9.75,-3.15,6.4,16.12,19.03,23.09,35.78,-3.83,189.45,18.57,32.46,-13.89,-216.72,122.55,2497.2,-3.15,-12.14,1.95,3.76,10.2,8.38,2.98,-4.23,-9.66,36.79,-40.08,22.8,-198.15,9.75,18.13,-25.67,-21.45,15.0,10.7,39.6,16.1,6.3,0.06,0.12,0.05,-0.39,-0.29,13.45,17.0,0.49,-0.27,-7.0,-16.0,14.0,8.0,19.0,1.0,22.0,-16.0,5.0,4.0,0.12,-0.39,11.0,1606.0,1880.0,0.0,100.0,100.0,1009.0,1760.0,2710.0,0.51,0.79,0.36,0.48,17.0,38.0,695.0,579.0,0.9000000000000001,1,64,74.38,57.06,2021-05-15 09:04:00,0
8.05,-0.15,-10.05,-27.95,-49.25,4.65,7.6,0.45,-1.59,1.44,-12.99,2.94,-44.36,16.41,4.65,3.61,15.0,12.65,22.36,15.23,-0.37,224.85,23.98,27.55,-3.58,-221.54,152.75,3297.82,4.65,-10.77,6.35,0.45,3.4,2.94,1.44,-0.49,-3.09,47.55,-40.19,24.46,-197.57,16.41,19.34,-18.74,-18.26,14.0,1.6,15.2,11.3,28.3,-0.02,0.01,0.03,-0.75,-0.08,12.81,20.62,0.87,-0.57,22.0,14.0,12.0,9.0,4.0,12.0,-4.0,14.0,2.0,3.0,0.03,-0.75,12.0,1377.0,1290.0,0.01,100.0,100.0,995.0,870.0,5490.0,0.8,1.2,0.3,0.64,18.0,27.0,579.0,415.0,0.0,1,64,61.33,62.59,2021-05-15 09:08:00,0
9.45,3.55,-5.15,-21.35,-48.15,4.85,0.35,9.1,2.07,1.48,-8.05,2.9,-28.56,7.21,4.85,3.61,22.02,23.41,25.24,26.93,-1.0,173.05,24.38,37.11,-12.73,-221.96,99.25,1681.25,4.85,-5.89,7.15,9.1,4.6,2.9,1.48,-8.38,-4.36,39.88,-28.69,32.75,-197.58,7.21,10.11,-20.08,-11.7,13.0,8.0,0.0,0.0,0.0,-0.19,-0.16,0.11,0.03,0.04,2.0,15.03,-0.7,-0.99,-14.0,-14.0,22.0,1.0,22.0,-8.0,21.0,-14.0,2.0,3.0,0.11,-0.19,3.0,1362.0,2660.0,0.01,100.0,0.0,1013.0,2820.0,4580.0,0.06,0.43,0.13,0.33,14.0,29.0,375.0,272.0,0.0,1,64,70.3,55.43,2021-05-15 09:30:00,0
6.85,6.55,-7.75,-23.75,-52.65,-4.45,-7.92,14.77,-2.09,8.64,-23.06,15.31,-35.74,11.99,-4.45,2.0,2.0,3.0,5.1,7.28,-0.83,126.05,26.08,31.66,-5.59,-224.2,88.05,1351.07,-4.45,-12.07,1.2,14.77,11.3,15.31,8.64,1.15,-6.74,38.98,-43.47,24.92,-198.12,11.99,27.3,-11.86,-13.01,6.0,4.5,39.9,9.8,3.1,-0.11,0.04,0.91,0.0,0.07,2.24,3.16,1.0,0.95,1.0,2.0,2.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,0.91,-0.11,10.0,1734.0,22700.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.24,0.36,0.2,0.18,17.0,23.0,922.0,615.0,0.0,1,64,79.16,56.07,2021-05-15 10:02:00,0
2.75,-5.75,-16.05,-30.15,-43.95,-1.15,2.32,0.43,-8.01,2.26,-42.65,26.6,-64.42,34.27,-1.15,3.16,10.82,12.65,17.09,28.16,-5.96,221.45,14.35,23.17,-8.82,-213.48,151.55,3250.24,-1.15,-17.18,0.8,0.43,3.9,26.6,2.26,-0.78,-8.03,39.96,-60.63,15.13,-199.13,34.27,60.87,-35.79,-35.01,8.0,7.3,0.0,71.4,33.3,0.12,0.38,0.2,-0.13,0.0,11.18,7.0,0.79,-0.54,-6.0,-8.0,9.0,-6.0,12.0,-4.0,16.0,-8.0,3.0,-1.0,0.38,-0.13,18.0,1141.0,1160.0,0.0,100.0,100.0,1001.0,930.0,2610.0,0.3,0.53,0.37,0.66,15.0,31.0,635.0,410.0,0.20000000000000018,1,64,59.33,62.2,2021-05-15 10:13:00,0
7.35,-2.25,-12.95,-27.85,-47.15,-4.65,2.83,4.52,-3.81,1.56,-15.97,3.02,-46.4,18.55,-4.65,6.4,13.6,13.89,22.56,31.02,-4.51,200.55,17.66,27.68,-10.01,-215.54,126.45,2431.64,-4.65,-13.73,1.35,4.52,12.0,3.02,1.56,-2.23,-7.78,40.45,-43.09,19.9,-197.88,18.55,21.57,-28.02,-25.78,13.0,6.9,72.4,34.0,14.6,-0.31,-0.93,-0.54,-0.43,-0.04,10.82,11.4,0.87,-0.94,5.0,-1.0,11.0,8.0,12.0,7.0,22.0,-1.0,5.0,4.0,-0.04,-0.93,18.0,1900.0,1560.0,0.0,100.0,100.0,1000.0,1910.0,2960.0,0.62,1.08,0.07,0.57,19.0,30.0,299.0,213.0,3.4,1,64,67.34,60.07,2021-05-15 10:33:00,0
15.55,6.35,-7.85,-23.85,-53.55,0.75,-1.51,17.06,1.68,4.67,-20.29,12.44,-33.1,9.25,0.75,3.0,6.32,6.32,9.43,12.81,-2.18,141.05,24.75,31.8,-7.05,-220.45,85.05,1267.62,0.75,-10.19,8.15,17.06,14.8,12.44,4.67,-1.63,-5.42,38.8,-40.26,26.38,-195.69,9.25,21.68,-11.93,-10.31,6.0,3.0,0.0,33.8,0.0,-0.16,-0.54,-0.45,0.06,-0.06,3.61,3.61,0.36,0.84,8.0,10.0,2.0,6.0,2.0,6.0,5.0,10.0,0.0,3.0,0.06,-0.54,7.0,1149.0,3250.0,0.0,100.0,0.0,1001.0,2710.0,4500.0,1.19,1.24,0.62,0.62,30.0,32.0,578.0,200.0,0.0,1,64,69.56,60.09,2021-05-15 10:37:00,0
19.25,8.15,-2.65,-19.75,-48.95,4.85,12.97,6.28,6.77,1.38,-5.45,2.8,-24.97,5.22,4.85,7.07,13.42,21.47,22.2,19.24,5.01,188.55,34.72,39.6,-4.88,-229.66,114.65,2259.02,4.85,-3.34,12.05,6.28,14.4,2.8,1.38,-2.77,-2.11,48.4,-24.49,37.49,-194.94,5.22,8.02,-8.65,-5.88,17.0,3.6,0.0,10.8,2.7,0.08,-0.19,-0.01,-0.24,-0.26,4.12,9.22,-1.0,0.15,-13.0,-9.0,12.0,-6.0,19.0,-10.0,18.0,-9.0,7.0,1.0,0.08,-0.26,2.0,1390.0,3180.0,0.01,100.0,0.0,1012.0,3780.0,7130.0,0.25,0.49,0.37,0.37,31.0,32.0,354.0,121.0,0.0,1,64,68.32,56.54,2021-05-15 10:51:00,0
10.25,6.65,-7.45,-23.35,-52.65,-0.65,-6.13,16.38,-0.79,7.44,-24.98,17.53,-33.66,10.31,-0.65,1.41,4.47,5.83,7.81,8.06,-1.54,127.45,25.48,32.01,-6.53,-222.69,84.35,1259.77,-0.65,-11.17,4.8,16.38,10.9,17.53,7.44,-0.33,-6.2,37.99,-43.29,25.81,-197.2,10.31,27.84,-12.47,-12.15,6.0,3.8,111.9,35.9,0.0,-0.05,-0.09,-0.1,0.11,-0.06,2.83,8.06,-1.0,0.98,-6.0,-4.0,4.0,2.0,5.0,-3.0,5.0,-4.0,1.0,1.0,0.11,-0.1,8.0,887.0,22700.0,0.01,27.0,0.0,1005.0,0.0,0.0,0.24,0.2,0.23,0.24,26.0,26.0,354.0,238.0,0.0,1,64,69.56,55.34,2021-05-15 10:58:00,0
16.95,9.65,-1.15,-19.25,-49.05,13.85,8.63,8.32,5.44,4.21,-13.32,12.17,-24.15,4.9,13.85,1.41,12.21,16.97,20.62,29.83,5.49,163.05,35.77,38.05,-2.28,-231.34,106.15,1851.64,13.85,-3.26,15.4,8.32,3.1,12.17,4.21,-2.3,0.02,47.29,-28.59,38.07,-195.57,4.9,17.07,-7.47,-5.17,7.0,-1.0,0.0,11.9,20.8,0.09,0.09,-0.01,-0.19,-0.19,9.22,8.49,0.45,-0.82,-13.0,-19.0,10.0,-7.0,12.0,-12.0,16.0,-19.0,1.0,-1.0,0.09,-0.19,0.0,177.0,6480.0,0.01,100.0,0.0,1014.0,3690.0,6480.0,0.34,0.24,0.51,0.61,15.0,29.0,771.0,615.0,0.0,1,64,75.57,57.39,2021-05-15 11:20:00,0
5.85,-2.05,-12.95,-23.45,-47.65,2.65,5.85,-0.0,-3.17,1.12,-39.13,26.18,-33.75,10.3,2.65,6.0,13.04,14.14,35.74,53.16,-2.05,226.35,20.88,31.48,-10.6,-219.21,144.85,3224.47,2.65,-13.51,4.25,-0.0,3.2,26.18,1.12,0.8,-11.4,40.4,-50.05,20.08,-198.33,10.3,36.48,-24.22,-25.01,17.0,9.8,51.8,61.9,15.5,-0.17,-0.86,-0.12,0.09,-0.17,17.46,24.19,-1.0,-0.33,-11.0,-15.0,13.0,1.0,14.0,-2.0,34.0,-15.0,6.0,0.0,0.09,-0.86,12.0,945.0,900.0,0.0,100.0,100.0,1003.0,970.0,1240.0,0.16,0.31,0.16,0.21,9.0,29.0,771.0,655.0,0.2999999999999998,1,64,75.09,59.05,2021-05-15 11:22:00,0
4.05,-4.45,-11.25,-22.65,-47.15,1.05,3.47,0.58,-25.16,20.71,-30.82,19.57,-31.52,8.87,1.05,5.1,15.0,19.72,43.08,50.92,-4.74,143.45,16.38,32.77,-16.4,-215.26,136.85,3005.57,1.05,-21.6,2.55,0.58,3.0,19.57,20.71,-1.51,-14.89,25.29,-54.04,17.88,-198.88,8.87,28.44,-29.47,-27.97,11.0,13.0,0.0,0.0,11.0,0.29,0.37,-0.01,-0.11,-0.07,8.06,28.86,-0.75,-0.6,-16.0,-17.0,12.0,-9.0,17.0,-10.0,40.0,-17.0,5.0,-1.0,0.37,-0.11,9.0,1148.0,1090.0,0.0,100.0,100.0,1006.0,0.0,0.0,0.41,0.81,0.28,0.33,19.0,18.0,771.0,655.0,0.0,1,64,75.19,59.42,2021-05-15 11:22:00,0
12.45,5.25,-3.95,-20.25,-49.05,9.35,3.4,9.05,2.43,2.82,-8.07,4.12,-26.54,6.29,9.35,2.83,13.45,20.62,24.7,23.85,0.72,165.45,27.23,38.42,-11.19,-224.01,99.75,1856.05,9.35,-5.36,10.9,9.05,3.1,4.12,2.82,-6.75,-4.44,41.0,-27.67,33.98,-196.79,6.29,10.4,-15.96,-9.21,7.0,5.2,6.7,17.6,7.0,-0.04,-0.15,0.01,0.18,0.05,1.0,12.37,0.95,0.52,-13.0,-13.0,9.0,-10.0,16.0,-13.0,21.0,-13.0,2.0,-2.0,0.18,-0.15,0.0,956.0,930.0,0.01,97.0,93.0,1014.0,1020.0,1330.0,0.45,0.39,0.6,0.68,36.0,27.0,681.0,192.0,0.0,1,64,68.37,58.41,2021-05-15 11:45:00,0
24.05,12.75,-0.55,-18.85,-48.75,8.95,12.66,11.39,9.01,3.74,-2.91,2.36,-24.11,5.26,8.95,1.41,13.15,21.47,19.31,23.35,7.06,159.15,39.01,41.17,-2.17,-232.6,99.45,1705.49,8.95,-2.42,16.5,11.39,15.1,2.36,3.74,-0.57,-1.59,49.76,-22.45,39.58,-193.6,5.26,7.63,-4.65,-4.08,11.0,-0.7,0.0,9.9,129.6,0.31,0.29,-0.11,-0.46,0.02,5.83,7.07,0.93,-0.06,-7.0,-4.0,13.0,-2.0,19.0,-10.0,18.0,-4.0,1.0,1.0,0.31,-0.46,4.0,115.0,3870.0,0.01,100.0,0.0,1010.0,4090.0,7060.0,0.74,0.97,1.05,1.06,16.0,37.0,646.0,228.0,0.0,1,64,67.28,61.0,2021-05-15 11:45:00,0
2.75,-5.55,-10.05,-21.75,-47.35,-0.65,2.03,0.72,-41.3,35.75,-19.2,9.15,-30.69,8.94,-0.65,5.39,14.87,21.1,43.08,45.54,-5.91,125.25,14.51,35.1,-20.59,-213.81,132.95,2864.8,-0.65,-27.93,1.05,0.72,3.4,9.15,35.75,-3.91,-16.68,14.91,-54.25,18.42,-199.3,8.94,18.09,-31.05,-27.14,13.0,15.6,13.9,15.0,4.1,0.46,0.48,-0.07,-0.28,-0.08,3.16,29.61,-0.54,-1.0,-16.0,-15.0,11.0,-10.0,18.0,-11.0,40.0,-15.0,5.0,-2.0,0.48,-0.28,4.0,1144.0,970.0,0.0,100.0,100.0,1009.0,0.0,0.0,0.34,0.46,0.27,0.3,9.0,37.0,788.0,203.0,0.0,1,64,65.07,59.31,2021-05-15 11:40:00,0
-2.45,-14.95,-19.75,-34.55,-47.55,-7.65,-4.47,2.02,-28.26,13.31,-37.94,18.19,-60.78,26.23,-7.65,4.24,10.3,15.0,28.32,41.04,-15.96,156.35,0.46,17.87,-17.41,-201.39,140.15,2916.08,-7.65,-26.41,-5.05,2.02,5.2,18.19,13.31,-7.91,-9.5,22.08,-70.05,8.37,-200.92,26.23,44.42,-44.61,-36.7,8.0,13.8,14.9,0.9,0.4,0.01,0.17,0.06,-0.02,0.07,12.73,18.44,-0.78,-0.49,-21.0,-30.0,5.0,-9.0,9.0,-12.0,19.0,-30.0,3.0,-3.0,0.17,-0.02,21.0,970.0,22700.0,0.0,46.0,46.0,1020.0,700.0,970.0,0.29,0.37,0.35,0.53,24.0,21.0,803.0,266.0,0.0,1,64,65.17,69.02,2021-05-15 11:49:00,0
-2.45,-14.95,-19.75,-34.55,-47.55,-7.65,-4.47,2.02,-28.26,13.31,-37.94,18.19,-60.78,26.23,-7.65,4.24,10.3,15.0,28.32,41.04,-15.96,156.35,0.46,17.87,-17.41,-201.39,140.15,2916.08,-7.65,-26.41,-5.05,2.02,5.2,18.19,13.31,-7.91,-9.5,22.08,-70.05,8.37,-200.92,26.23,44.42,-44.61,-36.7,8.0,13.8,14.9,0.9,0.4,0.01,0.17,0.06,-0.02,0.07,12.73,18.44,-0.78,-0.49,-21.0,-30.0,5.0,-9.0,9.0,-12.0,19.0,-30.0,3.0,-3.0,0.17,-0.02,21.0,970.0,22700.0,0.0,46.0,46.0,1020.0,700.0,970.0,0.29,0.37,0.35,0.53,24.0,21.0,803.0,266.0,0.0,1,64,65.17,69.02,2021-05-15 11:49:00,0
27.55,13.25,0.75,-17.95,-46.85,7.75,17.1,10.45,3.87,9.38,-8.74,9.49,-22.9,4.95,7.75,5.66,12.04,19.1,19.85,26.91,8.02,136.45,40.89,40.41,0.48,-233.67,102.15,1926.9,7.75,-3.94,17.65,10.45,19.8,9.49,9.38,2.96,-2.48,47.66,-26.63,37.93,-192.78,4.95,14.44,-5.53,-8.5,13.0,-1.1,0.0,9.4,70.7,-0.01,-0.22,-0.12,0.11,-0.08,7.07,8.06,-0.88,0.92,-15.0,-20.0,9.0,-8.0,14.0,-13.0,13.0,-20.0,4.0,-4.0,0.11,-0.22,6.0,2603.0,8400.0,0.01,90.0,0.0,1015.0,0.0,0.0,0.55,0.69,0.32,0.9,36.0,29.0,691.0,327.0,0.0,1,64,71.23,59.23,2021-05-15 12:24:00,0
21.55,10.65,-0.25,-18.95,-48.25,12.65,14.44,7.11,4.56,6.09,-8.19,7.94,-24.03,5.08,12.65,2.24,12.04,14.87,17.69,20.0,7.1,159.85,38.97,39.32,-0.35,-233.31,112.55,2037.55,12.65,-3.29,17.1,7.11,8.9,7.94,6.09,0.63,-0.98,48.75,-26.21,38.34,-194.34,5.08,13.02,-5.42,-6.05,16.0,-2.5,0.0,3.6,240.6,-0.07,0.07,-0.28,-0.13,-0.14,4.12,5.66,0.84,-0.88,-13.0,-12.0,8.0,-9.0,10.0,-11.0,12.0,-12.0,1.0,-2.0,0.07,-0.28,0.0,773.0,6490.0,0.01,100.0,0.0,1014.0,0.0,0.0,0.55,0.6,0.38,0.46,12.0,31.0,788.0,166.0,0.0,1,64,64.24,57.28,2021-05-15 13:21:00,0
21.55,10.65,-0.25,-18.95,-48.25,12.65,14.44,7.11,4.56,6.09,-8.19,7.94,-24.03,5.08,12.65,2.24,12.04,14.87,17.69,20.0,7.1,159.85,38.97,39.32,-0.35,-233.31,112.55,2037.55,12.65,-3.29,17.1,7.11,8.9,7.94,6.09,0.63,-0.98,48.75,-26.21,38.34,-194.34,5.08,13.02,-5.42,-6.05,16.0,-2.5,0.0,3.6,240.6,-0.07,0.07,-0.28,-0.13,-0.14,4.12,5.66,0.84,-0.88,-13.0,-12.0,8.0,-9.0,10.0,-11.0,12.0,-12.0,1.0,-2.0,0.07,-0.28,0.0,773.0,6490.0,0.01,100.0,0.0,1014.0,0.0,0.0,0.55,0.6,0.38,0.46,12.0,31.0,788.0,166.0,0.0,1,64,64.24,57.28,2021-05-15 13:33:00,0
9.05,6.55,-2.75,-20.25,-48.35,7.45,0.99,8.06,2.81,3.74,-9.85,7.1,-25.27,5.02,7.45,1.0,10.63,16.97,22.67,32.2,2.52,163.55,30.19,37.63,-7.44,-227.96,104.05,1868.43,7.45,-4.62,8.25,8.06,1.6,7.1,3.74,-5.3,-2.14,43.55,-28.42,35.49,-197.76,5.02,12.13,-14.05,-8.76,5.0,9.5,0.0,0.1,0.0,0.04,-0.04,0.2,0.21,-0.02,11.18,12.04,0.15,-0.24,-17.0,-19.0,7.0,-8.0,12.0,-12.0,15.0,-19.0,0.0,-1.0,0.21,-0.04,7.0,34.0,8380.0,0.01,82.0,0.0,1017.0,0.0,0.0,0.23,0.23,0.18,0.45,15.0,14.0,731.0,176.0,2.1,1,64,71.47,59.27,2021-05-15 15:56:00,0
6.45,3.55,-5.15,-20.95,-49.25,4.15,6.45,-0.0,1.75,1.8,-14.69,9.54,-29.72,8.77,4.15,4.47,24.74,22.36,26.25,28.46,3.55,217.65,31.66,36.14,-4.48,-230.02,145.45,3238.33,4.15,-6.05,5.3,-0.0,2.3,9.54,1.8,-0.88,-3.61,46.95,-31.77,32.54,-198.36,8.77,18.31,-11.18,-10.3,10.0,7.5,0.0,29.7,0.2,-0.05,-0.03,0.08,0.34,-0.11,2.24,2.24,0.64,-0.54,-8.0,-9.0,24.0,-6.0,22.0,-4.0,25.0,-9.0,4.0,2.0,0.34,-0.11,8.0,1104.0,1330.0,0.01,100.0,100.0,1012.0,0.0,0.0,0.35,0.42,0.13,0.26,16.0,20.0,699.0,571.0,2.4000000000000004,0,64,77.39,54.55,2021-05-15 17:53:00,0
13.75,9.25,-1.45,-20.15,-48.25,6.95,7.73,6.02,6.34,2.91,-6.02,4.57,-25.88,5.73,6.95,5.66,13.6,16.55,20.59,22.63,6.24,179.85,37.2,38.44,-1.23,-233.67,116.55,2203.52,6.95,-2.91,10.35,6.02,6.8,4.57,2.91,-1.33,0.1,50.1,-25.34,38.53,-196.47,5.73,10.3,-7.16,-5.83,13.0,3.0,0.0,6.0,0.8,0.45,0.0,0.06,0.1,-0.03,6.32,7.81,-0.24,-0.58,-10.0,-16.0,13.0,-4.0,15.0,-7.0,18.0,-16.0,4.0,4.0,0.45,-0.03,6.0,592.0,3750.0,0.01,100.0,0.0,1015.0,0.0,0.0,0.17,0.26,0.26,0.26,20.0,24.0,699.0,119.0,0.0,0,64,77.58,55.52,2021-05-15 17:52:00,0
2.45,-4.45,-12.65,-24.45,-47.05,0.45,2.31,0.14,-21.03,16.58,-40.02,27.37,-38.4,13.95,0.45,5.0,16.16,23.35,37.05,50.25,-4.52,157.65,16.65,30.2,-13.55,-215.96,143.45,3258.45,0.45,-20.94,1.45,0.14,2.0,27.37,16.58,0.01,-13.56,29.52,-59.08,16.64,-199.31,13.95,41.32,-29.23,-29.24,13.0,11.5,78.9,40.6,33.9,0.02,-0.02,-0.11,-0.09,-0.12,13.34,22.36,0.5,0.14,-2.0,-5.0,15.0,-6.0,23.0,-4.0,37.0,-5.0,5.0,0.0,0.02,-0.12,0.0,1356.0,970.0,0.0,100.0,100.0,1006.0,1030.0,3030.0,0.32,0.53,0.12,0.22,17.0,21.0,646.0,178.0,0.10000000000000009,0,64,78.2,58.05,2021-05-15 18:14:00,0
2.25,-5.25,-15.55,-28.25,-46.05,-0.05,1.24,1.01,-8.64,3.39,-44.9,29.35,-50.27,22.02,-0.05,5.39,13.89,15.3,32.39,47.85,-5.76,208.55,14.82,25.47,-10.65,-214.17,144.25,3094.19,-0.05,-17.25,1.1,1.01,2.3,29.35,3.39,-0.67,-9.97,37.85,-60.17,15.5,-199.35,22.02,51.37,-32.39,-31.72,11.0,9.0,85.9,5.0,3.8,-0.04,-0.33,-0.2,-0.38,0.22,15.52,20.1,0.93,-0.58,-5.0,-9.0,12.0,-7.0,15.0,-3.0,32.0,-9.0,5.0,-2.0,0.22,-0.38,-1.0,1142.0,2930.0,0.0,100.0,35.0,1005.0,780.0,3680.0,0.35,0.59,0.69,0.61,34.0,26.0,731.0,90.0,0.10000000000000009,0,64,71.31,59.31,2021-05-15 18:18:00,0
4.65,2.55,-3.15,-21.15,-48.75,2.95,-5.14,9.79,-3.15,5.7,-10.01,6.86,-26.48,5.33,2.95,2.83,11.66,20.81,23.43,31.24,-2.35,141.85,22.4,36.39,-13.98,-221.35,93.85,1672.32,2.95,-6.0,3.8,9.79,1.7,6.86,5.7,-11.1,-2.88,35.31,-30.58,33.5,-198.95,5.33,12.19,-21.25,-10.15,7.0,14.9,0.0,0.0,0.0,0.15,0.08,-0.01,-0.1,-0.14,7.81,12.04,0.0,0.55,-15.0,-20.0,10.0,-6.0,17.0,-12.0,18.0,-20.0,-2.0,-2.0,0.15,-0.14,0.0,470.0,9110.0,0.0,76.0,1.0,1017.0,0.0,0.0,0.32,0.53,0.12,0.22,17.0,21.0,646.0,178.0,0.0,0,64,78.29,58.02,2021-05-15 18:44:00,0
2.95,-6.15,-11.15,-23.75,-47.95,-0.75,2.52,0.43,-41.73,35.58,-36.69,25.54,-33.5,9.75,-0.75,4.0,13.04,23.09,40.52,50.22,-6.36,129.75,13.71,31.12,-17.41,-212.96,138.35,3215.19,-0.75,-28.94,1.1,0.43,3.7,25.54,35.58,-3.46,-13.95,16.23,-65.46,17.18,-199.24,9.75,35.29,-30.96,-27.5,10.0,14.0,0.0,12.8,10.0,0.22,0.23,0.0,-0.03,0.07,10.0,28.28,-0.04,0.85,-11.0,-11.0,11.0,-7.0,22.0,-7.0,39.0,-11.0,4.0,0.0,0.23,-0.03,1.0,1381.0,1260.0,0.0,100.0,100.0,1009.0,0.0,0.0,0.3,0.2,0.55,0.5,6.0,35.0,731.0,425.0,0.0,0,64,72.29,58.18,2021-05-15 19:01:00,0
8.35,-0.95,-10.05,-28.15,-52.15,2.75,7.75,0.6,-2.38,1.43,-12.83,2.78,-32.82,4.67,2.75,4.0,9.06,17.0,23.41,24.33,-1.25,223.25,22.39,27.3,-4.91,-219.88,151.35,3190.97,2.75,-10.76,5.55,0.6,5.6,2.78,1.43,-2.07,-2.84,46.28,-40.31,24.47,-197.49,4.67,7.45,-16.38,-14.31,12.0,3.5,4.6,0.1,0.0,0.09,0.28,-0.04,-0.4,-0.1,4.47,15.81,-0.89,-0.93,22.0,24.0,1.0,9.0,0.0,17.0,-8.0,24.0,0.0,4.0,0.28,-0.4,22.0,957.0,1110.0,0.0,100.0,77.0,995.0,2570.0,3510.0,0.71,0.84,0.46,0.71,18.0,16.0,275.0,88.0,0.0,0,64,61.13,62.23,2021-05-15 19:29:00,0
14.65,10.35,-0.75,-19.55,-48.45,10.75,6.22,8.43,5.12,5.23,-6.3,5.55,-25.69,6.14,10.75,1.0,8.6,12.53,16.4,19.8,6.14,157.65,37.05,39.06,-2.01,-233.26,106.45,2041.06,10.75,-3.37,12.7,8.43,3.9,5.55,5.23,-1.0,-1.01,48.17,-25.69,38.05,-196.21,6.14,11.69,-7.01,-6.01,3.0,2.5,0.0,141.4,0.0,0.11,-0.08,0.09,0.11,-0.01,4.12,8.54,0.91,0.93,-10.0,-14.0,5.0,-7.0,11.0,-6.0,13.0,-14.0,0.0,-1.0,0.11,-0.08,5.0,10.0,5900.0,0.01,100.0,0.0,1015.0,0.0,0.0,0.36,0.36,0.29,0.4,14.0,37.0,338.0,0.0,0.0,0,64,68.02,56.03,2021-05-15 19:43:00,0
